Date,Open,High,Low,Close,Adj Close,Volume
2018-06-27,25.000000,25.010000,19.330000,23.990000,23.990000,2082100
2018-06-28,24.000000,24.000000,21.054001,21.330000,21.330000,201600
2018-06-29,20.980000,21.679001,20.379999,20.750000,20.750000,104200
2018-07-02,20.790001,21.200001,20.350000,20.440001,20.440001,39700
2018-07-03,20.590000,20.795000,20.410000,20.590000,20.590000,12400
2018-07-05,20.830000,22.389999,20.200001,21.940001,21.940001,55400
2018-07-06,21.780001,22.000000,20.180000,21.080000,21.080000,25100
2018-07-09,20.010000,21.900000,20.010000,21.500000,21.500000,34400
2018-07-10,21.309999,21.309999,20.874001,21.250000,21.250000,10700
2018-07-11,21.010000,21.750000,20.827999,21.750000,21.750000,33500
2018-07-12,21.750000,21.750000,20.799999,21.120001,21.120001,19300
2018-07-13,21.000000,21.450001,20.850000,21.190001,21.190001,12800
2018-07-16,21.040001,21.750000,21.000000,21.320000,21.320000,22300
2018-07-17,21.030001,21.400000,20.799999,20.920000,20.920000,14800
2018-07-18,20.700001,21.430000,20.500000,20.764999,20.764999,34900
2018-07-19,20.799999,21.176001,20.750000,20.850000,20.850000,58100
2018-07-20,20.850000,20.850000,20.750000,20.840000,20.840000,28300
2018-07-23,21.430000,21.660000,20.790001,21.000000,21.000000,10000
2018-07-24,20.780001,20.884001,20.750000,20.750000,20.750000,67300
2018-07-25,20.730000,20.813999,20.120001,20.500000,20.500000,18500
2018-07-26,20.799999,20.799999,19.680000,20.000000,20.000000,49800
2018-07-27,20.100000,20.500000,20.000000,20.480000,20.480000,10400
2018-07-30,20.430000,20.430000,20.000000,20.000000,20.000000,8700
2018-07-31,20.000000,20.400000,20.000000,20.000000,20.000000,9200
2018-08-01,20.235001,20.650000,20.200001,20.200001,20.200001,1600
2018-08-02,20.750000,20.750000,20.000000,20.049999,20.049999,17600
2018-08-03,20.040001,20.260000,20.000000,20.000000,20.000000,5300
2018-08-06,20.559000,20.559000,20.000000,20.059999,20.059999,15300
2018-08-07,20.124001,22.070000,20.000000,20.340000,20.340000,14400
2018-08-08,20.290001,20.860001,20.010000,20.750000,20.750000,10700
2018-08-09,20.020000,21.871000,20.000000,20.000000,20.000000,5200
2018-08-10,20.340000,21.000000,19.950001,20.750000,20.750000,18000
2018-08-13,20.000000,20.480000,20.000000,20.110001,20.110001,3300
2018-08-14,20.750000,20.750000,20.000000,20.000000,20.000000,32100
2018-08-15,20.240000,20.930000,20.000000,20.250000,20.250000,8400
2018-08-16,20.350000,20.549999,20.000000,20.520000,20.520000,23200
2018-08-17,21.478001,21.478001,20.150000,20.150000,20.150000,3100
2018-08-20,20.500000,20.695999,19.799999,20.120001,20.120001,45500
2018-08-21,20.000000,20.490000,20.000000,20.230000,20.230000,14100
2018-08-22,20.500000,20.500000,20.239000,20.389999,20.389999,15800
2018-08-23,20.490000,20.605000,20.200001,20.480000,20.480000,44900
2018-08-24,20.299999,20.530001,20.200001,20.420000,20.420000,6400
2018-08-27,20.480000,20.500000,20.111000,20.420000,20.420000,5900
2018-08-28,20.540001,20.708000,20.010000,20.260000,20.260000,11300
2018-08-29,20.110001,20.250000,20.105000,20.250000,20.250000,1800
2018-08-30,20.230000,20.230000,19.735001,19.790001,19.790001,62900
2018-08-31,20.020000,20.839001,19.760000,20.639999,20.639999,68900
2018-09-04,20.709999,21.750000,20.250999,20.549999,20.549999,55000
2018-09-05,21.200001,21.200001,20.500000,21.000000,21.000000,24200
2018-09-06,21.000000,21.389999,20.664000,20.940001,20.940001,46100
2018-09-07,20.700001,21.500000,20.500000,21.150000,21.150000,42100
2018-09-10,20.870001,21.370001,20.500000,20.799999,20.799999,46900
2018-09-11,21.000000,21.190001,20.610001,20.850000,20.850000,49700
2018-09-12,21.750000,21.750000,20.700001,21.020000,21.020000,51600
2018-09-13,21.549999,21.750000,19.860001,20.000000,20.000000,217400
2018-09-14,19.870001,20.250000,19.620001,20.110001,20.110001,148900
2018-09-17,20.110001,20.260000,19.650000,19.920000,19.920000,101200
2018-09-18,20.049999,20.049999,19.809999,20.000000,20.000000,106900
2018-09-19,20.000000,21.299999,19.934999,20.549999,20.549999,112400
2018-09-20,20.670000,23.590000,20.410000,21.990000,21.990000,114500
2018-09-21,22.230000,25.500000,22.230000,24.350000,24.350000,514100
2018-09-24,24.500000,25.150000,23.750000,24.469999,24.469999,135300
2018-09-25,24.920000,28.879000,24.400000,26.600000,26.600000,158400
2018-09-26,26.900000,28.150000,26.764999,27.400000,27.400000,312800
2018-09-27,27.320000,27.320000,26.290001,26.500000,26.500000,102500
2018-09-28,26.290001,26.290001,24.750000,24.980000,24.980000,61900
2018-10-01,24.799999,24.799999,23.635000,24.240000,24.240000,113800
2018-10-02,23.830000,24.360001,23.830000,24.240000,24.240000,65500
2018-10-03,24.104000,25.150000,24.040001,24.459999,24.459999,38200
2018-10-04,24.309999,24.620001,23.379999,23.600000,23.600000,31200
2018-10-05,23.780001,26.684999,23.559999,24.040001,24.040001,39100
