Date,Open,High,Low,Close,Adj Close,Volume
2019-04-11,36.750000,39.610001,36.000000,38.250000,38.250000,9287900
2019-04-12,39.119999,40.880001,37.398998,39.500000,39.500000,1504700
2019-04-15,38.500000,39.860001,36.250000,39.169998,39.169998,961200
2019-04-16,39.639999,39.700001,37.900002,38.049999,38.049999,727600
2019-04-17,38.209999,41.950001,37.500000,40.000000,40.000000,1143200
2019-04-18,40.439999,40.439999,38.110001,39.150002,39.150002,600800
2019-04-22,39.150002,39.599998,38.139999,39.389999,39.389999,330400
2019-04-23,39.400002,39.900002,39.000000,39.880001,39.880001,289200
2019-04-24,40.180000,40.200001,39.349998,40.200001,40.200001,331600
2019-04-25,40.400002,40.400002,39.000000,39.500000,39.500000,381700
2019-04-26,39.549999,43.490002,39.549999,43.200001,43.200001,476900
2019-04-29,43.849998,46.869999,43.599998,46.500000,46.500000,688400
2019-04-30,46.049999,48.429001,44.179001,46.900002,46.900002,755000
2019-05-01,47.150002,48.400002,46.740002,46.820000,46.820000,518700
2019-05-02,46.290001,46.645000,44.299999,45.740002,45.740002,517000
2019-05-03,46.119999,48.130001,46.060001,46.400002,46.400002,293300
2019-05-06,44.799999,49.770000,44.799999,49.040001,49.040001,546400
2019-05-07,49.000000,50.470001,48.080002,49.040001,49.040001,491800
2019-05-08,49.490002,50.421001,49.080002,49.080002,49.080002,270600
2019-05-09,48.959999,49.811001,47.500000,49.230000,49.230000,189600
2019-05-10,49.450001,52.130001,48.180000,51.820000,51.820000,378800
2019-05-13,50.980000,51.549999,48.119999,49.450001,49.450001,542900
2019-05-14,50.310001,54.570000,50.009998,52.590000,52.590000,437900
2019-05-15,52.275002,53.980000,51.650002,53.450001,53.450001,263700
2019-05-16,53.680000,58.959999,53.500000,55.639999,55.639999,641700
2019-05-17,55.000000,56.630001,53.750000,54.689999,54.689999,298900
2019-05-20,54.509998,58.630001,53.831001,55.060001,55.060001,428100
2019-05-21,55.790001,56.985001,53.900002,54.869999,54.869999,339700
2019-05-22,54.669998,55.222000,53.865002,53.990002,53.990002,137500
2019-05-23,53.497002,54.110001,50.620998,51.980000,51.980000,339400
2019-05-24,52.470001,53.900002,52.169998,53.209999,53.209999,131800
2019-05-28,53.209999,54.000000,52.279999,52.480000,52.480000,122400
2019-05-29,51.770000,52.000000,49.500000,51.900002,51.900002,282100
2019-05-30,52.080002,53.990002,51.490002,51.810001,51.810001,187700
2019-05-31,51.220001,51.919998,49.990002,51.400002,51.400002,234400
2019-06-03,51.040001,51.349998,45.150002,46.209999,46.209999,698600
2019-06-04,47.459999,48.020000,43.770000,44.660000,44.660000,861000
2019-06-05,45.546001,48.880001,44.709999,47.580002,47.580002,582600
2019-06-06,47.070000,48.180000,44.549999,47.560001,47.560001,1017700
2019-06-07,50.000000,55.290001,46.000000,48.900002,48.900002,2195000
2019-06-10,51.169998,52.950001,49.009998,49.849998,49.849998,714100
2019-06-11,50.299999,50.660000,49.009998,50.240002,50.240002,365800
2019-06-12,50.000000,55.669998,50.000000,55.310001,55.310001,661500
2019-06-13,56.110001,56.669998,53.430000,54.099998,54.099998,461600
2019-06-14,54.459999,57.369999,53.180000,57.369999,57.369999,414300
2019-06-17,58.099998,59.820000,54.020000,55.270000,55.270000,568400
2019-06-18,55.590000,57.270000,54.020000,54.450001,54.450001,405200
2019-06-19,54.410000,54.867001,52.541000,54.360001,54.360001,409200
2019-06-20,54.340000,54.689999,52.990002,53.790001,53.790001,456600
2019-06-21,53.459999,54.750000,52.755001,53.410000,53.410000,908600
2019-06-24,53.509998,53.560001,47.560001,49.279999,49.279999,988800
2019-06-25,49.310001,50.199001,47.139999,47.520000,47.520000,693600
2019-06-26,48.000000,49.759998,46.060001,46.480000,46.480000,913200
2019-06-27,46.529999,48.430000,45.291000,47.779999,47.779999,1103400
2019-06-28,48.119999,48.799999,45.910000,47.049999,47.049999,1217800
2019-07-01,48.000000,48.735001,44.703999,46.080002,46.080002,842200
2019-07-02,45.830002,46.540001,44.500000,46.259998,46.259998,660700
2019-07-03,46.720001,47.950001,46.310001,47.029999,47.029999,321600
2019-07-05,46.830002,47.810001,46.500000,47.689999,47.689999,350300
2019-07-08,47.619999,47.930000,46.540001,47.680000,47.680000,579900
2019-07-09,47.500000,49.700001,47.325001,49.700001,49.700001,476300
2019-07-10,50.790001,51.880001,48.990002,50.520000,50.520000,574600
2019-07-11,50.660000,50.759998,48.299999,49.400002,49.400002,621800
2019-07-12,49.040001,49.040001,47.250000,48.580002,48.580002,816600
2019-07-15,49.439999,50.360001,49.007999,49.650002,49.650002,598300
2019-07-16,49.560001,49.689999,47.919998,48.540001,48.540001,400400
2019-07-17,48.500000,48.880001,46.680000,47.689999,47.689999,605400
2019-07-18,47.599998,47.610001,44.910000,44.910000,44.910000,660600
2019-07-19,45.180000,47.549999,45.049999,46.290001,46.290001,735400
2019-07-22,46.580002,48.730000,46.049999,46.650002,46.650002,576000
2019-07-23,46.799999,47.189999,43.700001,44.150002,44.150002,1252500
2019-07-24,44.599998,45.430000,43.070000,44.939999,44.939999,642100
2019-07-25,44.660000,44.930000,43.220001,43.500000,43.500000,440400
2019-07-26,43.730000,45.990002,43.340000,45.680000,45.680000,419800
2019-07-29,45.669998,45.680000,43.180000,44.049999,44.049999,490300
2019-07-30,43.360001,45.117001,42.720001,44.959999,44.959999,295900
2019-07-31,44.770000,45.060001,43.009998,44.200001,44.200001,474300
2019-08-01,43.900002,44.180000,41.174000,41.700001,41.700001,496800
2019-08-02,41.570000,41.570000,39.299999,39.430000,39.430000,613900
2019-08-05,38.099998,39.314999,36.310001,37.610001,37.610001,824600
2019-08-06,38.759998,39.189999,36.349998,36.900002,36.900002,669100
2019-08-07,36.290001,37.849998,35.900002,37.590000,37.590000,200900
